x_m,published_ADI_F,recreated_ADI_F,published_analytical_F,recreated_analytical_F,abs_difference_published_ADI_F,abs_difference_published_analytical_F,recreated_ADI_vs_analytical_percent_error
0.3,0.175,0.17453300952826795,0.173,0.17303585542164127,0.0004669904717320428,3.585542164127875e-05,0.8652276737549702
0.6,0.332,0.33198119414761307,0.329,0.32913354427412145,1.880585238694943e-05,0.00013354427412143322,0.8651958826536175
0.8999999999999999,0.457,0.45693237272888854,0.453,0.4530131000553492,6.762727111148115e-05,1.3100055349213324e-05,0.8651565866550993
1.2,0.537,0.53715570560791,0.533,0.5325484965166817,0.0001557056079100061,0.00045150348331834955,0.865124795462462
1.5,0.565,0.5647987264012413,0.56,0.559954489267416,0.00020127359875865558,4.551073258407534e-05,0.8651126523091172
1.7999999999999998,0.537,0.53715570560791,0.533,0.5325484965166819,0.0001557056079100061,0.0004515034833181275,0.8651247954624199
2.1,0.457,0.45693237272888865,0.453,0.4530131000553492,6.762727111137012e-05,1.3100055349213324e-05,0.8651565866551238
2.4,0.332,0.3319811941476131,0.329,0.3291335442741215,1.8805852386893918e-05,0.00013354427412148873,0.8651958826536174
2.6999999999999997,0.174,0.17453300952826797,0.173,0.17303585542164132,0.0005330095282679859,3.585542164133426e-05,0.8652276737549539
